date,Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Financial and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Arts and recreation services,Other services,Total,Total ex mining
2021-03-01,54.11500726952182,10.300648756912091,21.90853819719799,7.939926454583987,6.322786952544887,5.306485510721978,7.249415369728247,14.070614175055848,22.433840164150052,5.229318474067724,22.968963943404837,11.148275922455914,8.926956935522245,15.872813178393564,8.617964401072092,14.62689354583308,9.501556475159548
2021-06-01,53.95505255950703,9.905860402001526,19.05481327604929,6.702900535837561,5.873786067875172,4.725465582171169,6.117786094150088,14.812081298966731,22.574548509029817,6.669978884610607,21.63036205486581,11.502686162352001,9.270092700927009,13.657868525896413,11.708137188971083,14.73036000490818,9.09431554641848
2021-09-01,57.71867076709503,10.472858245433496,18.295985060690942,7.375626371466937,5.987899765432806,4.839234104046243,6.987310042299859,13.613364869315289,22.540621917665995,5.877937525261274,21.17477769988562,12.542466893156764,7.1376909863484315,15.472898230088495,12.672426860694255,15.755682181957873,9.328269501388764
2021-12-01,56.14787520009665,12.561190522811827,19.089050539628204,7.636305151986275,5.733516465633402,4.829109142681621,4.894562956316026,16.864614776991,22.732266539288272,10.986091576808876,26.45578207004891,12.67713011916403,5.789990186457311,12.94695022201449,11.572680884469449,15.468259428660025,9.90456336119828
2022-03-01,59.02428668478261,10.745757494131682,19.744118474083795,7.4286181788431644,5.889014722536806,5.491866273856795,2.6173563928350836,16.126823616158426,22.24998843074645,8.796217170853986,24.49246657706727,8.6638379633336,5.056272757365111,11.523999115239992,12.766918263337848,15.865369185979873,9.131045448522592
2022-06-01,61.52815520752117,11.58621071883833,15.534839161354508,6.7409980613480025,5.6953200065618335,4.877859092711987,3.4528193520051356,17.564787145446527,19.98012826302954,5.001160362032954,22.005667288686155,8.016811466925947,4.580246408251811,10.200400801603205,11.805990725654844,16.267467886442727,8.690688141112963
2022-09-01,54.574552591000426,9.313499455890218,15.013852383320309,6.352419135105679,5.534002280763081,4.485331205348069,5.163016872817467,17.4196775733873,18.924162257495592,3.636675039963462,20.721060019858253,8.972656071085055,4.511752642372614,7.959790747769002,9.768478395443852,14.547348737812207,8.182109777588984
2022-12-01,55.76265402843602,10.618037427846613,17.853839037927845,6.637202078499799,6.420657469847899,5.169191057573914,5.608197783882218,18.21448624368332,19.498631446322285,3.020003343177133,19.091920315502072,10.650612130898256,5.429603442975715,8.683341198678622,13.398477309513817,15.525525747660144,9.010318695944717
2023-03-01,55.52298267373248,10.610726428024707,19.633077765607887,6.863631604496436,5.97812116192054,5.0377382436599,4.640598557049969,18.37068470141007,19.056587620922866,4.673555659934241,20.443135417363948,11.582641497766028,6.017813641900122,8.25851011346818,13.829537450105658,15.616471727217077,9.13669029624856
2023-06-01,51.11383952974023,9.926354026070495,18.141858892478773,6.918396963607948,5.9916463464432805,5.180588585017836,4.352579634773359,17.63087824307374,19.136873281150834,6.479088345864661,18.49050478818374,10.137246492249249,7.342410863354728,8.479697828139754,13.556875589851774,14.239243520926342,8.90535934546357
2023-09-01,50.816562046475845,10.477453580901857,18.816416957680897,7.411397374331258,6.042207230582944,5.444968278912753,4.756534813786723,17.592491779718227,18.982754311422145,6.499252959429951,19.745727782885766,10.372681936273779,7.516182726095802,8.801115241635687,14.172279721811512,14.227788382385647,9.211893567219223
2023-12-01,51.25504462472964,10.444718630974734,19.59291257870845,7.135761888421318,5.598371215606883,5.115139424953381,4.596452067669174,17.59348341992175,18.746589430382404,7.630121816168328,19.459270555343757,10.595880441654293,7.239155920281359,8.356901742541739,13.094791051982192,14.336299010078033,9.040311642243834
2024-03-01,50.64180800471361,10.44601044871737,19.556122810749486,6.9786408822756485,5.648217674847605,4.840917842015944,4.610104418137925,16.767945309532852,19.6267995102799,7.449566099402682,19.88554631309025,11.07176168823598,7.158925979680697,9.15587315765967,12.344606698876284,14.191657746869726,9.034733493939173
2024-06-01,48.65824248281593,10.59928641623359,19.054743284597077,6.494477275925144,5.341205465030028,4.718624181186143,4.444574917801785,17.469363896369597,18.962395249926306,6.994623655913978,19.37070725821422,11.252292187071342,7.48865625781557,8.813708260105448,13.013023968479805,13.516964744561994,8.932241338675466
2024-09-01,47.47459526657312,10.25570816587908,19.234645880929982,6.641745631574373,5.078700984211851,4.758774255116107,4.2515526147774105,16.602437246120196,18.26025635707471,7.3991860895301524,19.04892130051656,11.174399633626242,7.248022137864973,9.108110432613744,12.12562732718148,13.05920390695948,8.774832107751182
2024-12-01,46.756541545526936,10.175560484194213,19.483947602864024,6.633932121924653,5.934726901722583,4.824345774044471,4.578208652872233,17.52562584228366,18.26157595450853,9.612896805652303,20.38893404377013,10.795855728633802,7.679066989847893,10.23595314887116,12.772687609075042,13.341264340467793,9.138339847298374
2025-03-01,45.32899399455407,10.788023289967,19.193133620545705,6.851489247914707,6.0550723800167585,4.974627734797438,4.563159241463623,17.419962335216574,18.08237570588003,7.836076035921047,20.59248990416491,10.593122879650393,6.976188035940009,10.293369509920298,12.991837588949352,13.141980874943323,9.193673294066912
2025-06-01,45.84606192600873,9.376061985998776,18.6860545448564,6.893730812874396,5.676031355495795,4.634781417020693,4.652596765604417,17.245183404909184,17.27516621952642,7.216494845360824,19.535036802106397,10.683926088390029,6.13204333310622,9.613966068355053,12.40710156895128,12.655928217168249,8.746519497059522
