"","Cycle"
"195",0.00140419561351593
"196",-0.474762776300951
"197",-0.540253578988769
"198",-1.5311615253644
"199",-1.06613132104617
"200",-0.950356943793248
"201",-1.08105925510228
"202",-0.7559923688498
"203",-0.814378107423189
"204",-0.703546938977864
"205",-0.548526876859962
"206",-0.303575205118567
"207",-1.10281448237064
"208",-0.455317475421958
"209",0.248361172509583
"210",0.547574486064067
"211",0.713302232558792
"212",0.523134531804835
"213",0.250293820224312
"214",-0.126074224244737
"215",-0.333706296746833
"216",-0.601198020156037
"217",-0.403344552128667
"218",-0.25151538599744
"219",-0.115548389178962
"220",-0.247498509860712
"221",-0.444780029830975
"222",-0.622673977443131
"223",-0.231644799802783
"224",-0.636311031647859
"225",-0.222541444569908
"226",-0.17521530906679
"227",0.0985046640051627
"228",0.0918468141377987
"229",-0.515106657039182
"230",0.0203397843954682
"231",-0.271136621790192
"232",-0.260931126796224
"233",0.0738713655914076
"234",-0.127131119609277
"235",0.26103350000774
"236",0.307541985199578
"237",0.0246478567829774
"238",-0.315017723918309
"239",-0.166028108506185
"240",-0.422993677037424
"241",-0.371580495809706
"242",-0.292939351862139
"243",-0.927812251453838
"244",-7.34028839223441
"245",-3.35324808582819
"246",0.0838985951765566
"247",1.7800956958227
"248",1.90225598049536
"249",-0.437370257920435
"250",2.15057958186451
"251",1.97981063407058
"252",1.81465702046402
"253",1.28402978339663
"254",1.03174368185029
"255",0.629221081975478
"256",0.202029557795191
"257",-0.0199388950005739
"258",-0.675833593028834
"259",-0.763376350495874
"260",-0.924684706295142
"261",-0.887849845369323
"262",-0.857161484685937
"263",-0.72002991904193
"264",-0.241002294289443
"265",-0.196261492346078
"266",0.1061905628381
